vehicle_id,vehicle_brand,vehicle_model,vehicle_type,manufacturing_year,battery_manufacturer,battery_chemistry,battery_capacity_kwh,drive_type,odometer_km,vehicle_age_years,fleet_or_private,battery_serial,cycle_count,battery_health_percent,state_of_charge,depth_of_discharge,state_of_health,cell_voltage_avg,cell_voltage_std,pack_voltage,cell_temperature_avg,cell_temperature_max,internal_resistance,charge_efficiency,discharge_efficiency,remaining_capacity,capacity_loss_percent,charging_cycles_last_month,fast_charge_ratio,slow_charge_ratio,average_charge_power_kw,average_charging_time,overnight_charging_ratio,home_charging_ratio,charging_interruptions,overcharge_events,average_speed,average_trip_distance,aggressive_acceleration_score,hard_braking_score,regenerative_braking_usage,highway_driving_ratio,city_driving_ratio,daily_distance,average_ambient_temperature,maximum_temperature,minimum_temperature,humidity,altitude,terrain_type,dust_exposure,last_service_days,cooling_system_health,firmware_updates,previous_faults,maintenance_score,thermal_runaway_risk,voltage_imbalance,temperature_variance,sensor_fault_count,BMS_warning_count,abnormal_voltage_events,battery_stress_index,aging_score,thermal_health_score,charging_quality_score,driving_stress_score,predicted_remaining_life_cycles,battery_failure
EV115682,Tesla,Model Y,Hatchback,2022,CATL,LTO,124.19,FWD,62220.3,,Private,BAT-10015682,574,95.69,32.92,46.44,97.61,3.709,0.0242,337.52,10.05,24.72,0.274,97.82,97.52,118.84,4.31,3,0.09,,33.47,295.29,0.79,0.11,4,0,99.65,120.1,56.96,98.15,16.29,0.8,,170.55,-6.18,3.63,-23.48,64.17,2311.09,Hilly,73.57,514.9,94.35,7,0,81.6,13.56,35.46,30.9,2,1,0,47.49,28.71,85.28,82.98,63.03,10577,0
EV115683,Ford,F-150 Lightning,SUV,,LG Energy Solution,LFP,85.31,RWD,105800.1,3.24,Private,BAT-10015683,830,89.52,90.37,36.74,89.23,3.497,0.0001,339.21,34.0,49.56,0.312,97.16,95.59,76.37,10.48,16,0.24,0.56,35.72,225.75,0.38,0.05,0,1,115.42,31.72,49.08,29.9,67.17,0.34,0.69,14.91,-8.35,3.96,-26.73,95.94,2097.54,Hilly,69.51,184.4,95.17,9,1,98.31,27.52,5.13,32.94,0,0,0,50.68,37.85,75.4,88.11,34.32,9229,0
EV115684,MG,Comet EV,SUV,2017,Guoxuan,LFP,146.92,RWD,143239.5,9.05,Private,BAT-10015684,1426,83.62,99.83,29.26,84.69,3.365,0.0097,238.92,49.65,69.22,0.29,96.36,94.97,122.85,16.38,7,0.15,0.67,47.91,256.56,0.89,0.84,1,0,108.7,34.7,68.2,10.09,59.41,0.74,0.58,20.64,21.66,41.32,4.24,13.78,1696.24,Coastal,44.17,51.5,95.0,27,2,84.32,70.76,20.54,32.94,0,2,1,51.0,73.42,29.07,97.89,34.78,6926,1
EV115685,Volvo,EX30,Van,2018,LG Energy Solution,NMC,123.67,RWD,244403.1,7.88,Private,BAT-10015685,1461,77.48,,40.45,77.93,3.7,0.0011,381.1,13.1,20.25,0.442,96.5,94.92,95.82,22.52,39,0.75,0.06,64.38,,0.8,0.74,1,0,49.14,133.85,78.6,68.51,93.74,0.43,0.0,200.01,-1.22,9.68,-11.06,28.57,1871.6,Coastal,1.49,713.1,92.08,3,1,69.88,9.35,7.26,21.47,0,1,1,60.75,73.2,91.07,82.66,69.27,6997,0
EV115686,Ford,Mustang Mach-E,Truck,2018,BYD Battery,NMC,91.25,AWD,164456.3,8.08,Private,BAT-10015686,1503,80.63,74.51,44.73,80.56,3.56,0.0012,291.92,22.18,37.54,0.503,95.52,93.98,73.57,19.37,11,0.31,0.53,29.32,253.79,0.09,0.42,1,1,98.37,120.02,34.18,83.01,30.84,0.47,,187.26,-17.7,-5.78,-34.38,24.75,2596.2,Mountainous,95.47,374.6,,0,2,,14.06,8.81,32.94,0,1,1,52.78,66.91,84.64,92.58,60.49,6804,0
EV115687,Nissan,Ariya,Truck,2017,Envision AESC,LTO,65.29,FWD,131332.0,8.93,Private,BAT-10015687,1412,71.55,70.86,,68.99,3.628,0.0109,286.61,29.18,36.51,0.634,95.62,93.37,46.71,28.45,10,0.32,0.65,57.38,92.41,0.22,0.03,3,0,118.87,67.04,13.42,73.1,86.89,0.91,0.29,84.89,-15.0,2.99,-19.45,15.89,1392.56,Hilly,61.77,1439.2,89.89,26,0,40.17,9.01,16.11,32.94,1,1,1,54.04,85.71,90.77,81.87,28.77,5623,0
EV115688,Tata,Tiago EV,SUV,2024,SK On,LFP,32.47,FWD,56363.4,1.67,Fleet,BAT-10015688,478,95.96,53.68,44.15,97.86,,0.0032,283.06,37.09,56.77,0.125,98.02,96.32,31.16,4.04,2,0.33,0.58,62.87,31.63,0.28,0.08,2,0,83.97,43.94,42.94,,8.46,,0.71,26.42,-5.51,11.91,-13.48,29.11,609.11,Coastal,71.9,275.8,98.77,19,1,76.94,40.18,8.73,32.94,1,1,1,51.44,22.99,59.7,82.31,29.49,10222,0
EV115689,MG,ZS EV,Truck,2020,CATL,LMO,27.54,AWD,135600.9,6.38,Private,BAT-10015689,852,80.22,6.55,48.2,80.67,3.768,0.0117,357.96,22.1,32.95,0.444,96.64,94.79,22.09,19.78,41,,0.62,22.74,111.79,0.8,0.14,2,0,23.41,4.48,23.73,72.46,31.26,0.53,0.27,,,1.18,-25.47,32.38,1655.18,Hilly,17.47,905.3,89.16,12,1,70.58,5.87,18.84,32.94,0,1,0,51.4,58.24,91.65,87.5,,7832,0
EV115690,Renault,Zoe,Sedan,2015,Guoxuan,LTO,114.12,,146304.3,10.38,Private,BAT-10015690,1465,79.87,29.97,23.56,80.34,3.685,0.0091,361.13,27.23,47.03,0.557,95.38,93.74,91.15,20.13,30,0.5,0.34,50.97,112.63,0.56,0.97,2,0,107.01,136.07,72.1,50.13,32.9,0.51,0.42,205.3,-21.14,,-35.76,62.06,1323.16,Mountainous,32.16,483.6,95.47,6,0,,12.86,14.86,32.94,0,1,1,53.13,79.31,86.03,85.74,65.8,7066,0
EV115691,Volvo,EX30,SUV,2018,Envision AESC,LFP,58.94,FWD,129535.9,8.15,Fleet,BAT-10015691,999,76.46,69.64,43.91,76.64,3.478,0.0122,267.81,27.35,42.77,0.653,95.55,95.1,45.07,,7,0.25,0.68,26.53,144.03,0.46,0.6,1,2,,2.19,64.38,22.15,36.67,0.74,0.77,3.0,11.57,17.37,1.31,58.68,,Desert,35.58,589.3,91.73,20,2,59.4,7.02,22.7,31.2,0,,2,60.26,,97.99,85.42,33.92,7197,0
EV115692,Audi,Q4 e-tron,Sedan,2023,SK On,LMO,91.52,FWD,181536.7,3.04,Fleet,BAT-10015692,1378,87.91,74.77,14.98,87.37,3.483,0.0043,323.92,20.72,27.53,0.213,96.62,95.45,80.46,12.09,23,0.57,0.4,16.15,530.07,0.73,0.11,2,1,20.98,102.17,83.84,95.03,57.88,0.59,0.33,65.06,10.62,25.67,-6.94,13.28,1129.49,Flat,0.65,,97.07,7,0,84.47,,7.13,16.91,1,1,0,49.46,43.86,100.0,77.61,53.56,8164,0
EV115693,Renault,Zoe,Truck,2024,Envision AESC,,59.89,RWD,131113.1,1.92,Private,BAT-10015693,834,90.74,30.28,40.94,88.6,3.673,0.0135,286.49,36.35,46.27,0.363,96.52,97.25,54.34,9.26,3,0.09,0.83,22.65,206.24,0.85,0.56,3,0,94.72,,55.31,78.51,98.37,0.31,0.02,18.77,20.55,30.4,16.75,5.58,1799.36,Mountainous,60.23,1272.4,95.0,14,0,55.11,16.89,18.19,25.72,1,2,2,44.26,23.34,81.79,95.47,36.56,8895,0
EV115694,MG,ZS EV,,2020,BYD Battery,,59.52,AWD,160704.5,6.34,Fleet,BAT-10015694,1445,91.21,92.51,,89.93,3.459,0.0271,252.51,31.59,44.04,0.285,96.71,96.59,54.29,8.79,7,0.48,0.42,26.22,,0.27,,0,1,43.23,1.47,80.39,85.9,37.36,0.78,0.76,3.0,21.0,38.53,6.0,34.18,,Mountainous,44.6,1498.6,88.7,17,1,,14.28,38.12,23.04,1,1,1,51.02,54.06,84.91,93.92,56.87,9185,0
EV115695,Ford,Mustang Mach-E,Crossover,2024,Guoxuan,NMC,123.94,FWD,87341.4,2.16,Private,BAT-10015695,973,87.24,22.91,32.52,85.0,3.372,0.0394,303.48,17.47,27.28,0.253,97.17,95.37,108.13,12.76,18,,0.64,19.67,,,0.52,2,0,106.44,95.43,25.35,14.88,67.78,1.0,0.76,94.41,6.66,16.02,0.14,11.68,1381.2,Desert,74.94,1275.4,91.06,0,2,52.62,10.0,57.54,20.62,2,0,0,36.82,29.78,85.33,80.57,18.46,9352,0
EV115696,Renault,Megane E-Tech,Hatchback,2022,CATL,LFP,105.93,RWD,118816.5,4.14,Fleet,BAT-10015696,1231,83.94,7.69,56.62,85.11,3.62,0.0119,260.64,28.64,41.84,0.393,96.3,94.93,,16.06,24,0.34,0.6,35.83,162.61,0.86,0.1,0,0,29.84,77.81,45.97,45.39,21.03,,0.22,109.85,3.93,10.55,,64.28,,Hilly,15.91,692.8,91.97,11,0,74.73,6.75,16.35,32.94,2,0,1,55.22,48.92,90.72,80.51,49.3,8610,0
EV115697,Kia,EV9,SUV,,,LFP,94.8,FWD,28731.9,2.23,Private,BAT-10015697,441,97.37,97.52,46.25,94.84,3.652,0.0175,284.86,42.46,47.69,0.207,97.29,96.44,92.31,2.63,11,0.24,,24.15,391.94,0.23,,0,0,91.77,116.53,,37.42,65.25,0.62,0.2,101.05,26.02,31.79,11.95,33.76,,Coastal,98.99,680.5,94.44,24,2,66.36,31.95,27.63,21.67,3,3,0,33.28,12.41,63.66,98.15,41.63,11607,0
EV115698,Rivian,R1T,Truck,2024,BYD Battery,LFP,44.17,AWD,177062.1,2.31,,BAT-10015698,1275,93.09,5.34,31.16,,3.667,0.0082,374.03,35.95,42.4,0.306,96.87,96.71,41.12,6.91,34,0.35,0.55,24.79,124.45,0.62,0.16,1,0,111.23,131.72,77.3,72.4,42.56,0.48,0.47,108.89,32.7,40.22,17.4,12.93,329.94,Flat,58.26,543.5,88.28,10,0,69.77,7.76,11.83,9.7,0,0,0,32.13,40.7,92.4,83.97,,10221,0
EV115699,BYD,Atto 3,Truck,2023,LG Energy Solution,LFP,135.63,AWD,54434.5,3.09,Private,BAT-10015699,571,92.15,16.76,24.44,91.22,3.47,0.0016,343.53,8.74,,0.296,96.95,95.55,124.98,7.85,17,0.41,0.49,36.44,348.55,0.17,0.19,0,1,75.43,106.64,46.91,,69.64,0.26,0.92,103.87,,1.06,-13.68,74.59,1958.21,,61.14,1243.8,91.05,28,2,41.36,8.05,9.03,28.51,0,1,0,41.13,30.96,90.54,87.23,33.63,9969,0
EV115700,Hyundai,,Truck,2020,LG Energy Solution,NCA,37.29,RWD,107654.9,5.44,Private,BAT-10015700,968,76.55,92.71,33.63,76.18,3.593,0.0128,323.37,30.13,49.04,0.42,95.97,95.5,28.55,23.45,17,0.38,0.47,19.36,187.12,0.43,0.15,0,0,46.79,62.18,96.65,83.96,0.91,0.09,0.46,64.96,36.04,45.12,32.73,82.01,1099.73,Mountainous,9.71,232.0,92.07,12,1,83.24,20.31,21.54,13.0,0,1,0,42.26,55.44,79.63,91.91,71.17,8010,0
EV115701,Tata,Tiago EV,SUV,2023,LG Energy Solution,NMC,48.49,FWD,91977.9,2.95,Fleet,BAT-10015701,941,90.69,84.26,49.22,92.17,3.726,0.0018,320.44,40.34,59.98,0.306,97.21,97.35,43.98,9.31,22,,0.63,13.1,331.55,0.22,0.42,1,,103.53,92.16,77.07,64.7,14.48,0.41,0.92,43.04,42.69,48.94,26.94,21.03,1787.4,Hilly,57.35,120.9,86.81,18,1,,52.82,6.05,17.29,1,3,0,53.62,26.62,45.31,79.28,63.03,9157,0
EV115702,Hyundai,Kona Electric,SUV,2021,Envision AESC,NMC,55.91,FWD,72338.3,4.55,Private,BAT-10015702,744,89.33,97.52,19.04,89.25,3.452,0.0021,283.06,35.13,51.83,0.39,97.2,97.02,49.94,10.67,,0.05,0.89,72.27,46.44,,0.1,3,2,90.94,80.14,,22.49,83.06,0.43,0.44,70.32,,54.57,25.91,8.12,2406.36,Flat,79.96,703.3,83.49,8,0,74.6,36.78,3.6,11.53,1,2,2,36.4,37.51,59.72,70.67,31.65,10215,0
EV115703,,Ariya,Crossover,2016,Panasonic,LFP,99.93,AWD,161204.2,10.25,Fleet,BAT-10015703,1361,66.45,6.65,21.34,62.88,3.822,0.0013,279.01,11.47,16.89,0.907,94.92,94.85,,33.55,23,0.39,0.5,20.74,333.15,0.75,0.94,1,0,66.12,43.32,14.91,95.74,64.98,0.69,0.14,39.38,-22.32,-3.21,-36.88,57.58,1203.36,Flat,35.14,1495.5,88.53,1,,43.82,8.23,2.37,32.94,0,3,0,60.33,91.96,92.45,93.79,31.97,5125,0
EV115704,Tata,Nexon EV,Truck,2015,BYD Battery,NMC,56.58,FWD,124205.8,11.02,Private,BAT-10015704,1072,79.03,10.37,51.22,80.02,3.288,0.0035,299.21,34.2,51.37,0.546,95.54,96.23,44.72,20.97,5,0.53,0.42,71.26,56.63,0.43,0.03,1,0,94.84,87.68,29.06,99.4,58.55,0.56,0.7,43.48,42.66,60.12,38.14,60.83,669.18,Coastal,31.77,325.1,73.81,21,0,91.42,41.8,6.21,8.71,2,2,1,43.53,80.68,57.52,78.49,37.85,7764,0
EV115705,BYD,Seal,Truck,2016,Envision AESC,LFP,52.23,AWD,236411.1,10.19,Private,BAT-10015705,1344,68.78,49.37,53.52,71.28,3.5,0.0201,276.5,19.61,40.26,0.618,94.58,92.55,35.92,31.22,32,0.19,0.62,41.2,92.01,0.87,,0,0,56.78,22.67,81.07,61.52,78.65,0.68,,16.82,-1.64,17.74,-15.35,54.89,1748.02,Coastal,85.98,579.1,85.28,8,2,69.63,11.62,32.93,32.94,0,3,0,60.57,78.72,92.66,93.37,43.55,5846,0
EV115706,Lucid,Air,Van,2023,Guoxuan,NMC,87.32,FWD,82883.6,2.85,Private,BAT-10015706,1096,90.46,93.71,25.31,90.82,3.321,0.0069,275.64,24.81,45.31,0.354,96.98,96.08,78.99,9.54,2,0.1,,10.9,579.18,0.38,0.34,2,0,22.56,137.54,9.96,88.48,48.59,0.18,0.71,144.65,14.92,22.89,1.44,65.53,2406.74,Flat,,914.3,90.07,18,2,62.71,17.03,14.75,30.39,0,1,0,37.32,35.37,84.38,92.73,40.79,9906,0
EV115707,Tata,Tiago EV,Sedan,2015,Envision AESC,NMC,74.65,RWD,198234.4,10.47,Private,BAT-10015707,1999,68.05,28.06,27.87,67.44,3.728,0.0086,301.97,7.0,14.65,0.642,95.64,92.34,50.8,31.95,9,0.53,0.32,44.0,159.0,0.49,0.99,2,1,37.2,130.63,77.17,87.43,44.94,0.15,0.87,98.49,4.27,19.79,-1.7,12.79,1405.56,Desert,47.83,962.8,87.49,11,2,40.47,5.0,18.63,10.38,0,1,1,40.99,100.0,92.9,76.77,65.93,6294,0
EV115708,Kia,EV9,Hatchback,2020,SK On,,100.52,RWD,300635.4,6.36,Fleet,BAT-10015708,1841,89.69,26.22,42.56,90.58,3.332,0.0109,269.89,16.79,25.47,0.233,96.15,96.49,,10.31,24,0.41,0.54,33.03,165.98,0.89,0.52,1,0,91.29,38.99,66.51,19.59,41.15,0.44,0.44,30.3,39.26,46.37,35.2,44.37,1390.39,Flat,25.92,803.3,96.2,2,0,63.12,3.72,15.67,0.0,1,1,1,25.43,76.22,97.87,93.21,41.29,8468,0
EV115709,Volvo,EX30,Truck,2017,BYD Battery,LTO,81.77,FWD,181261.2,9.42,Fleet,BAT-10015709,1625,86.29,93.53,18.52,86.07,3.815,0.0056,297.57,33.97,54.25,0.362,96.41,94.7,70.56,13.71,14,0.43,0.55,24.63,188.79,0.76,0.37,1,0,115.37,,10.55,72.2,57.09,0.67,0.53,,-20.61,-13.25,-30.6,9.72,2224.89,Coastal,49.44,,96.79,5,0,38.15,29.62,9.18,32.94,0,0,1,40.93,69.22,69.26,,,8691,0
EV115710,Ford,Mustang Mach-E,Truck,2022,Northvolt,NMC,83.11,FWD,176352.2,3.68,Fleet,BAT-10015710,1348,86.09,86.23,66.57,86.72,3.443,0.0051,327.08,37.19,43.34,0.299,96.85,95.48,71.55,13.91,2,0.24,0.73,26.17,274.38,0.63,0.61,0,1,103.45,16.87,66.68,73.59,15.95,,0.75,22.77,-17.95,,-31.68,10.4,1727.5,Coastal,47.41,870.7,87.57,25,0,62.34,26.21,7.05,32.94,0,3,0,60.98,47.77,73.12,91.39,48.27,9029,0
EV115711,MG,Comet EV,SUV,2024,Envision AESC,NMC,117.6,RWD,81078.7,1.45,Private,BAT-10015711,906,91.82,69.27,38.16,90.63,3.48,0.011,351.48,14.71,22.4,0.202,97.81,96.19,107.98,8.18,12,0.33,0.5,24.17,491.17,0.56,0.55,2,1,102.45,76.08,29.25,37.85,1.43,0.89,0.48,,-7.17,5.79,-16.06,34.97,436.39,Desert,18.04,477.0,95.93,21,1,75.45,3.18,17.61,29.57,1,0,0,45.65,29.58,94.34,83.84,53.37,,0
EV115712,Tesla,Model S,Crossover,2023,Northvolt,NMC,116.25,FWD,74757.5,2.88,Fleet,BAT-10015712,547,92.67,80.44,40.48,92.83,3.544,0.0022,326.05,22.52,29.39,0.247,96.74,95.77,107.73,7.33,38,0.56,,31.4,252.37,0.27,0.65,0,,19.13,96.04,76.15,50.13,80.3,0.75,0.46,84.97,-4.74,4.42,-9.96,67.96,616.02,Desert,57.77,624.8,91.39,16,1,64.34,7.2,6.92,32.94,0,1,0,52.12,28.61,94.91,86.4,53.96,9534,0
EV115713,Audi,e-tron GT,Sedan,2022,SK On,LFP,122.29,FWD,197360.0,3.97,Fleet,BAT-10015713,1107,,58.12,60.33,90.1,3.685,0.0071,320.6,37.1,55.83,0.341,97.78,95.8,108.46,11.31,16,0.32,0.44,48.19,248.27,0.65,0.49,1,0,85.57,21.34,45.64,87.05,72.99,0.43,0.75,18.3,17.58,30.86,1.51,42.04,2369.46,Hilly,84.6,1105.6,89.92,15,3,48.76,33.13,17.47,32.94,,1,1,40.93,40.71,70.73,88.39,32.71,9239,0
EV115714,Rivian,R1T,Sedan,2020,SK On,NMC,25.07,,113428.9,6.17,Private,BAT-10015714,1011,79.96,85.49,73.03,79.9,3.704,0.0005,300.02,42.37,51.08,0.506,96.2,96.3,20.05,20.04,12,0.46,0.47,58.25,35.7,0.72,0.32,0,1,63.7,29.54,60.3,48.28,,0.65,0.96,23.51,41.9,50.52,29.04,72.77,470.4,Hilly,91.4,187.7,83.55,5,0,88.71,35.87,1.24,9.18,1,1,0,55.92,54.4,64.03,86.23,44.45,7795,0
EV115715,Mahindra,XUV400,Crossover,,Panasonic,,86.75,FWD,134821.4,4.66,Private,BAT-10015715,830,84.47,67.64,65.08,82.4,3.626,0.0075,304.58,33.52,54.76,0.35,97.28,96.77,73.28,15.53,11,0.11,0.87,55.04,111.93,0.39,0.21,1,1,36.63,43.04,89.15,90.83,8.55,0.87,0.76,63.19,-20.46,-8.79,-35.19,40.71,1387.86,Hilly,,1231.2,93.94,10,2,43.36,36.84,14.99,32.94,,1,0,52.17,47.93,65.08,83.19,68.6,7706,0
EV115716,Lucid,Air,Hatchback,2021,Panasonic,LFP,38.49,AWD,170689.9,5.11,Private,BAT-10015716,,85.81,59.16,61.9,84.39,3.724,0.0076,290.47,32.3,50.71,0.442,95.71,97.22,33.03,14.19,31,0.21,0.75,20.79,108.43,0.72,0.06,,0,22.53,2.58,51.66,56.79,28.98,0.42,0.62,3.0,14.86,32.71,-2.19,41.46,2224.35,Hilly,74.36,479.7,89.35,5,2,70.68,,,32.94,1,0,1,46.17,57.66,76.08,89.21,39.29,7382,0
EV115717,Volkswagen,ID.4,Sedan,2018,Envision AESC,LFP,40.99,FWD,207749.7,8.2,Private,BAT-10015717,1814,77.12,93.74,49.75,75.47,3.387,0.0013,304.83,44.75,56.42,0.378,96.29,95.79,31.61,22.88,24,0.05,0.84,24.81,114.31,0.64,0.13,0,,,78.34,82.35,82.67,81.46,0.56,0.37,55.75,40.52,59.31,23.05,29.86,2521.22,Flat,45.69,112.7,75.22,8,,91.32,44.45,9.14,15.9,,0,0,34.15,77.67,59.08,100.0,43.91,7666,0
EV115718,BYD,Seal,Crossover,2020,CATL,NMC,135.04,AWD,103753.5,6.46,Private,BAT-10015718,1086,78.05,56.39,22.79,79.91,3.6,0.0182,374.4,30.48,41.85,0.604,95.86,94.88,105.4,21.95,32,0.43,0.43,50.69,223.03,0.44,0.06,1,0,110.35,10.72,90.12,12.03,31.8,,0.81,13.66,18.05,36.99,2.36,51.45,2002.02,Coastal,32.88,817.1,93.14,0,1,72.54,8.04,27.31,23.8,0,2,0,47.91,61.35,93.9,82.67,44.44,8067,0
EV115719,Nissan,Ariya,Crossover,2022,Northvolt,NMC,95.91,FWD,164061.6,3.8,Private,BAT-10015719,1284,91.32,91.3,58.21,90.67,3.66,0.0079,303.78,28.17,49.31,0.323,97.7,97.23,87.59,8.68,21,0.54,0.42,18.26,324.75,0.75,0.14,0,1,46.75,41.0,63.34,,52.35,0.56,0.91,22.51,-24.99,-11.99,-39.62,,1911.79,Coastal,,1434.4,93.56,25,1,25.49,30.42,15.99,32.94,2,2,1,60.64,49.49,64.15,77.1,42.08,8670,0
EV115720,GM,Cadillac Lyriq,SUV,2023,Northvolt,LFP,38.06,RWD,82026.7,2.92,Fleet,BAT-10015720,730,92.09,,37.66,92.73,3.71,0.0209,307.93,45.58,54.55,0.243,98.1,96.26,,7.91,,0.37,0.6,45.07,72.27,0.32,,2,2,81.83,101.6,84.88,14.77,41.65,0.58,0.59,56.73,8.4,21.98,-9.83,59.73,357.38,Hilly,21.33,223.1,92.97,6,1,89.06,30.03,33.14,32.94,5,,0,59.59,30.18,68.86,81.52,46.4,9290,0
EV115721,Honda,e:N1,Truck,2018,Panasonic,NMC,48.8,AWD,180486.9,8.26,Fleet,BAT-10015721,2136,77.17,91.73,47.13,78.25,3.665,0.0044,318.86,36.75,52.76,0.615,95.5,94.1,37.66,22.83,36,0.49,0.5,32.05,106.48,0.92,0.37,1,0,81.85,81.98,63.48,50.81,54.34,0.29,0.76,39.32,33.29,40.52,15.0,43.18,,Flat,96.11,245.0,94.46,10,2,88.58,31.43,11.5,19.47,0,1,0,53.61,89.47,70.86,83.56,41.48,6683,0
EV115722,MG,ZS EV,Van,2023,SK On,LFP,91.84,AWD,71835.6,,Private,BAT-10015722,457,89.32,42.11,66.99,88.26,3.794,0.0183,349.05,24.13,36.5,0.3,97.0,96.33,82.03,,33,0.36,0.5,32.77,249.85,0.38,0.41,0,0,110.4,21.21,70.31,85.6,90.79,0.46,0.97,17.42,6.37,20.38,-8.28,27.14,235.75,Mountainous,61.29,497.6,95.97,19,0,78.45,6.7,27.33,30.13,0,,0,47.49,20.14,92.89,92.86,40.73,8988,0
EV115723,Volvo,EX30,Hatchback,2020,BYD Battery,NMC,83.53,FWD,115617.2,6.01,Private,BAT-10015723,895,79.18,23.76,22.19,,3.634,0.0155,265.28,41.34,47.45,0.487,95.82,95.11,66.14,20.82,7,0.21,0.55,27.61,297.19,0.17,0.57,0,0,53.65,122.78,23.7,85.31,55.09,0.89,0.12,126.08,18.22,30.99,3.69,96.07,1871.28,Desert,56.79,266.2,84.3,19,,97.66,34.26,21.71,29.23,0,2,0,45.47,52.89,63.69,97.51,55.21,8058,0
EV115724,Volvo,EX30,SUV,,Panasonic,LFP,,FWD,113964.6,5.07,Private,BAT-10015724,1029,82.78,79.01,42.35,84.79,3.685,0.0117,339.02,8.75,17.13,0.506,95.58,94.77,119.63,17.22,20,0.34,0.6,26.84,445.99,0.6,0.68,,0,66.63,138.03,67.04,63.16,17.62,0.09,0.6,134.08,29.34,39.22,19.48,49.96,1994.31,Hilly,60.65,977.3,96.45,3,1,59.5,9.07,19.03,0.0,1,3,,29.3,54.29,92.69,89.29,60.61,8252,0
EV115725,Hyundai,Kona Electric,Truck,,BYD Battery,LMO,126.37,AWD,239837.8,11.06,Fleet,BAT-10015725,2105,72.77,18.31,37.75,73.61,3.54,0.0006,269.04,13.28,28.45,0.537,94.3,94.84,91.96,27.23,13,0.48,0.38,57.76,198.39,0.39,0.43,0,1,17.54,84.77,,69.35,48.29,0.32,0.8,55.45,35.69,52.22,25.4,58.82,875.01,Coastal,77.56,563.8,82.04,23,1,68.46,10.19,2.86,0.0,0,,0,,100.0,86.23,87.68,29.41,5784,0
EV115726,Mercedes-Benz,EQE,Sedan,2017,CATL,LFP,49.68,AWD,276013.7,9.03,Private,BAT-10015726,1871,78.13,69.76,9.81,78.21,3.684,0.0064,261.56,29.4,36.08,0.482,96.42,95.94,38.81,21.87,14,0.26,0.51,49.66,79.35,0.63,0.66,0,1,102.73,30.98,13.53,1.91,13.92,0.62,0.78,27.35,5.66,24.48,-12.26,58.23,,Coastal,1.32,86.5,91.24,19,4,86.94,0.0,17.9,30.42,0,2,1,44.82,83.01,99.17,91.78,16.32,6542,0
EV115727,Audi,Q4 e-tron,Van,2024,Panasonic,LFP,70.9,FWD,23409.6,1.88,Private,BAT-10015727,345,97.45,72.99,54.83,96.54,3.555,0.0003,295.06,30.22,42.21,,97.38,98.28,69.09,2.55,12,0.57,0.29,45.48,138.61,0.92,0.3,0,0,10.12,141.84,37.16,55.43,92.54,,0.95,159.0,,9.91,-10.82,34.89,797.21,Mountainous,42.65,938.5,89.74,15,0,69.09,16.25,1.03,32.94,0,1,1,46.76,9.1,83.18,89.7,47.47,11092,0
EV115728,BYD,Seal,Crossover,2024,Envision AESC,LMO,49.2,AWD,120711.0,1.64,Fleet,BAT-10015728,1062,91.78,79.76,29.55,92.1,3.695,0.0277,328.85,34.02,47.8,0.301,97.53,97.33,45.16,8.22,30,0.56,0.27,45.47,105.16,0.3,0.12,1,2,79.66,77.02,75.25,1.29,25.14,0.64,0.62,72.68,-12.89,-0.78,-21.79,82.66,2288.63,Desert,48.74,420.7,93.24,16,1,69.67,16.63,40.82,32.94,,1,0,60.05,26.49,84.98,70.46,40.74,8462,0
EV115729,BMW,iX1,SUV,2021,Guoxuan,NCA,115.46,RWD,70917.5,4.97,Fleet,BAT-10015729,544,91.43,42.12,20.77,89.2,3.768,0.0,373.03,,48.46,0.13,96.67,95.71,105.57,8.57,18,0.4,0.36,49.01,208.76,0.23,,0,1,110.73,108.0,29.64,26.3,49.86,0.81,0.32,68.55,,-14.11,-30.08,72.97,937.46,Desert,75.47,622.2,86.59,9,2,68.68,22.84,6.21,32.94,1,0,1,50.29,40.84,76.87,91.29,37.52,9251,0
EV115730,BYD,Dolphin,Hatchback,2019,Northvolt,LMO,139.47,FWD,347171.5,6.75,Private,BAT-10015730,2259,69.64,72.95,12.4,70.51,3.734,0.0005,369.67,,37.08,0.671,94.82,93.74,97.13,30.36,30,0.51,0.3,31.97,379.91,0.43,0.28,3,0,94.07,11.37,19.06,,77.2,1.0,0.32,8.75,13.02,23.0,-3.11,39.32,1718.78,Hilly,4.3,425.2,93.58,3,3,78.67,10.22,8.16,24.06,1,2,0,42.6,88.18,88.26,78.81,20.11,6695,0
EV115731,Rivian,R1S,Hatchback,2016,BYD Battery,LTO,76.97,FWD,111475.7,9.96,Fleet,BAT-10015731,1138,77.6,38.78,27.5,77.22,3.452,0.0011,348.65,35.68,53.78,0.556,94.81,93.74,59.73,22.4,9,0.18,0.72,31.04,132.38,0.63,0.52,0,0,24.43,23.6,75.67,39.61,16.21,0.99,0.04,26.92,15.35,26.74,-4.16,44.58,2564.59,Hilly,94.35,140.8,93.41,9,0,94.88,28.9,2.71,,2,0,1,49.44,82.59,69.92,93.74,48.24,6463,0
